transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,fraud_type
754.0,341341.0,2023.0,4846.31,01/29/2024 17:02,0.0,MasterCard,Hyderabad,Digital,45.0,Malware
661.0,671511.0,2089.0,5397.839999999999,11/13/2023 13:08,0.0,Visa,Chennai,Digital,38.0,scam
712.0,368948.0,2046.0,683.23,11/26/2023 12:35,,Rupay,,Digital,46.0,Identity theft
156.0,383598.0,2082.0,2684.46,02/27/2024 00:41,0.0,Visa,Kolkata,Digital,62.0,Malware
490.0,242323.0,2058.0,4638.689,10/18/2023 07:39,,MasterCard,Bangalore,POS,46.0,scam
736.0,620146.0,2071.0,1087.04,02/06/2024 13:22,,Rupay,Mumbai,POS,31.0,scam
273.0,949851.0,2090.0,2271.24,,0.0,,Kolkata,POS,18.0,phishing
737.0,,2059.0,4651.067999999999,03/16/2024 06:09,1.0,Visa,Jaipur,Digital,42.0,scam
246.0,451009.0,2003.0,432.34,03/26/2024 18:17,0.0,,Bangalore,POS,,phishing
262.0,612586.0,2016.0,,01/18/2024 18:22,,Visa,Ahmedabad,POS,40.0,Identity theft
67.0,422454.0,2072.0,5881.590000000001,11/09/2023 04:54,1.0,MasterCard,Delhi,Digital,22.0,Identity theft
1023.0,384707.0,2077.0,4546.02,03/27/2024 03:33,0.0,Rupay,Mumbai,POS,48.0,Payment card fraud
250.0,872761.0,2097.0,6610.57,09/06/2023 16:03,0.0,MasterCard,Kolkata,POS,44.0,Malware
878.0,834706.0,2054.0,4881.62,01/09/2024 19:44,1.0,Visa,Kolkata,Digital,35.0,
179.0,299013.0,2007.0,5087.511,12/12/2023 19:05,0.0,,Chennai,POS,43.0,Payment card fraud
515.0,334207.0,2081.0,1294.755,09/03/2023 01:56,0.0,MasterCard,Kolkata,Digital,49.0,phishing
602.0,486924.0,,1512.18,03/03/2024 01:41,0.0,Rupay,Ahmedabad,Digital,,Payment card fraud
218.0,682781.0,2011.0,,11/23/2023 06:11,0.0,MasterCard,Jaipur,POS,55.0,Identity theft
1189.0,823663.0,2027.0,4607.06,10/24/2023 14:14,0.0,MasterCard,Pune,Digital,45.0,Payment card fraud
1091.0,518310.0,2072.0,17356.643999999997,02/04/2024 03:52,0.0,MasterCard,Kolkata,POS,38.0,scam
250.0,872761.0,2097.0,6610.57,09/06/2023 16:03,0.0,MasterCard,Kolkata,POS,44.0,Malware
524.0,420631.0,2072.0,,02/04/2024 03:15,0.0,Rupay,Pune,POS,42.0,
420.0,251750.0,2081.0,9983.56,03/26/2024 08:08,,MasterCard,Mumbai,POS,,Identity theft
936.0,782125.0,,2547.7210000000005,03/30/2024 13:03,0.0,Visa,Hyderabad,Digital,33.0,
213.0,524892.0,2019.0,4347.981000000001,09/29/2023 02:46,,Visa,Pune,Digital,40.0,
405.0,899383.0,2097.0,,10/05/2023 16:06,1.0,Rupay,Ahmedabad,Digital,19.0,Identity theft
970.0,124188.0,2055.0,2044.72,02/20/2024 21:01,1.0,Rupay,Ahmedabad,Digital,62.0,scam
648.0,863522.0,2019.0,,11/24/2023 03:48,1.0,Visa,Pune,Digital,56.0,scam
949.0,575647.0,2001.0,1530.52,09/24/2023 19:03,0.0,MasterCard,Delhi,POS,65.0,Payment card fraud
447.0,210343.0,2024.0,12054.45,01/23/2024 00:15,1.0,Visa,Delhi,POS,35.0,Identity theft
1114.0,336906.0,2053.0,4355.65,01/01/2024 16:31,0.0,MasterCard,Hyderabad,,34.0,Payment card fraud
504.0,560364.0,2004.0,2750.28,10/22/2023 09:02,,MasterCard,Delhi,POS,61.0,Identity theft
468.0,229566.0,2048.0,14960.9295,01/14/2024 00:26,0.0,MasterCard,Jaipur,POS,,Payment card fraud
913.0,200781.0,2091.0,,01/09/2024 07:57,0.0,Rupay,Surat,Digital,,Malware
925.0,308283.0,2078.0,4452.47,09/10/2023 18:00,0.0,Visa,Hyderabad,Digital,21.0,Payment card fraud
339.0,415965.0,2011.0,10098.0,09/03/2023 21:58,0.0,,Ahmedabad,Digital,49.0,Malware
978.0,908910.0,2066.0,5412.924,,0.0,Visa,Kolkata,Digital,63.0,Identity theft
501.0,255660.0,2002.0,3527.59,03/01/2024 22:53,0.0,Rupay,Mumbai,Digital,68.0,phishing
125.0,461158.0,2082.0,4949.637000000001,03/30/2024 10:30,1.0,MasterCard,Pune,Digital,,Payment card fraud
965.0,703959.0,,,09/09/2023 11:01,0.0,MasterCard,Delhi,Digital,,Payment card fraud
106.0,445963.0,,8133.855,01/04/2024 01:23,0.0,Rupay,Hyderabad,Digital,38.0,Identity theft
340.0,892523.0,2018.0,8809.655999999999,02/25/2024 07:24,0.0,Visa,Delhi,Digital,21.0,Identity theft
935.0,218904.0,2039.0,6543.708,09/18/2023 15:11,0.0,Visa,Hyderabad,Digital,66.0,Malware
203.0,701914.0,2018.0,2979.735,02/16/2024 00:56,,MasterCard,Ahmedabad,Digital,43.0,Identity theft
320.0,534065.0,2025.0,9193.32,09/21/2023 22:56,0.0,Visa,Jaipur,Digital,56.0,
362.0,983828.0,2071.0,6796.966000000001,,1.0,Rupay,Kolkata,Digital,69.0,Payment card fraud
1049.0,884478.0,2084.0,7459.699500000001,10/18/2023 23:52,0.0,Visa,,POS,28.0,Payment card fraud
419.0,121982.0,2012.0,8843.82,01/14/2024 20:27,0.0,,Delhi,Digital,22.0,phishing
1047.0,427674.0,,8892.16,09/29/2023 18:55,0.0,Rupay,Pune,Digital,25.0,scam
681.0,734227.0,2074.0,3698.724,,0.0,MasterCard,Ahmedabad,POS,20.0,Identity theft
344.0,644971.0,2060.0,3010.61,03/14/2024 20:45,0.0,Rupay,,,49.0,scam
,632131.0,2036.0,11289.27,01/09/2024 04:52,0.0,Rupay,Chennai,Digital,,scam
78.0,120413.0,2089.0,9635.274,10/06/2023 23:25,1.0,Rupay,Pune,Digital,24.0,Payment card fraud
144.0,786553.0,,2131.884,01/07/2024 19:34,1.0,Visa,,Digital,38.0,Payment card fraud
197.0,,2006.0,9386.64,02/27/2024 03:54,1.0,Rupay,Pune,POS,67.0,Identity theft
453.0,859858.0,2002.0,4989.79,12/16/2023 19:05,0.0,MasterCard,Ahmedabad,Digital,28.0,phishing
492.0,726087.0,2019.0,12080.755500000005,09/16/2023 01:43,0.0,Rupay,Surat,Digital,43.0,scam
165.0,143241.0,2092.0,,01/22/2024 12:31,0.0,MasterCard,Chennai,Digital,18.0,Identity theft
28.0,207435.0,2061.0,7816.23,02/19/2024 22:21,0.0,MasterCard,,Digital,37.0,phishing
208.0,571925.0,2081.0,13868.244,11/04/2023 00:50,0.0,MasterCard,Surat,Digital,37.0,phishing
653.0,,2063.0,11508.51,10/13/2023 05:24,1.0,MasterCard,Hyderabad,Digital,68.0,scam
130.0,995293.0,2048.0,17859.546,10/03/2023 00:25,0.0,Visa,Ahmedabad,Digital,19.0,scam
905.0,674531.0,2084.0,2375.61,10/26/2023 00:25,0.0,MasterCard,Delhi,Digital,30.0,Malware
192.0,954155.0,2013.0,7678.125,11/08/2023 00:40,0.0,Rupay,Ahmedabad,POS,38.0,Malware
,542288.0,2003.0,2893.4180000000006,11/07/2023 22:34,0.0,MasterCard,Hyderabad,Digital,35.0,scam
,796583.0,2082.0,794.1750000000001,02/06/2024 00:09,1.0,Rupay,Jaipur,Digital,19.0,Payment card fraud
1109.0,824903.0,2022.0,6459.28,12/17/2023 13:42,,MasterCard,Delhi,Digital,19.0,Malware
668.0,778215.0,2075.0,7657.847999999998,01/25/2024 23:04,0.0,Visa,Bangalore,Digital,42.0,phishing
136.0,487524.0,2018.0,4220.92,02/07/2024 20:21,0.0,,Hyderabad,,19.0,scam
525.0,895597.0,2067.0,5477.05,03/01/2024 11:51,0.0,Visa,Delhi,POS,51.0,Malware
768.0,635386.0,2037.0,9271.872,01/29/2024 01:05,1.0,Visa,Surat,POS,22.0,Payment card fraud
62.0,108281.0,2054.0,4166.85,03/18/2024 23:20,0.0,MasterCard,Pune,Digital,19.0,scam
362.0,983828.0,2071.0,6796.966000000001,,1.0,Rupay,Kolkata,Digital,69.0,Payment card fraud
789.0,521192.0,2010.0,3753.912,01/31/2024 08:24,0.0,MasterCard,Mumbai,Digital,,Payment card fraud
678.0,559659.0,2078.0,275.004,09/03/2023 08:47,1.0,MasterCard,Mumbai,Digital,65.0,Identity theft
639.0,862513.0,2062.0,8564.59,01/18/2024 07:20,0.0,MasterCard,Delhi,Digital,45.0,Identity theft
128.0,882252.0,2029.0,15176.617500000002,12/09/2023 23:39,0.0,Visa,Mumbai,POS,20.0,phishing
,808232.0,2020.0,13420.8,12/08/2023 01:37,1.0,MasterCard,Delhi,Digital,58.0,Identity theft
442.0,665091.0,2056.0,3156.0,03/31/2024 19:01,0.0,Visa,Kolkata,POS,59.0,Identity theft
,559002.0,2067.0,9713.1375,02/03/2024 02:15,1.0,Rupay,Ahmedabad,POS,69.0,phishing
415.0,554435.0,2003.0,4368.49,10/27/2023 19:19,1.0,Visa,Kolkata,Digital,24.0,phishing
133.0,,2029.0,10240.362,03/23/2024 07:22,0.0,Rupay,Mumbai,Digital,27.0,phishing
381.0,939076.0,2006.0,8681.532,01/18/2024 07:39,0.0,Visa,Ahmedabad,Digital,,Payment card fraud
527.0,272584.0,2097.0,5149.4,11/17/2023 17:59,0.0,Visa,Mumbai,Digital,47.0,scam
515.0,334207.0,2081.0,1294.755,09/03/2023 01:56,0.0,MasterCard,Kolkata,Digital,49.0,phishing
1010.0,633668.0,2001.0,1117.944,09/21/2023 13:55,0.0,MasterCard,Delhi,Digital,52.0,Malware
511.0,295481.0,2019.0,,11/19/2023 01:52,1.0,MasterCard,Chennai,Digital,48.0,phishing
,542288.0,2003.0,2893.4180000000006,11/07/2023 22:34,0.0,MasterCard,Hyderabad,Digital,35.0,scam
993.0,958118.0,2056.0,9576.61,01/09/2024 07:14,0.0,Rupay,Chennai,Digital,42.0,Identity theft
217.0,910349.0,2086.0,2629.512,12/22/2023 17:48,0.0,MasterCard,Hyderabad,Digital,33.0,phishing
1153.0,578518.0,2011.0,4998.888,01/22/2024 08:38,1.0,Visa,Mumbai,Digital,28.0,Identity theft
191.0,972708.0,2084.0,1004.7,02/07/2024 23:43,0.0,Rupay,Mumbai,Digital,68.0,phishing
258.0,883031.0,2099.0,5146.61,02/10/2024 06:00,0.0,Rupay,Pune,Digital,23.0,
836.0,140241.0,2008.0,,10/06/2023 11:39,1.0,Visa,Chennai,,22.0,
1016.0,713636.0,2000.0,5281.14,,0.0,Rupay,Ahmedabad,POS,56.0,Malware
125.0,461158.0,2082.0,4949.637000000001,03/30/2024 10:30,1.0,MasterCard,Pune,Digital,,Payment card fraud
252.0,177561.0,2036.0,10535.019,09/09/2023 04:42,1.0,Rupay,Delhi,Digital,40.0,
938.0,824643.0,2096.0,10008.977,12/09/2023 21:02,0.0,Rupay,Delhi,POS,,scam
1069.0,338029.0,2075.0,3530.989,01/15/2024 21:35,0.0,Rupay,,Digital,27.0,scam
114.0,330554.0,2062.0,11746.77,09/23/2023 02:14,0.0,Visa,Hyderabad,POS,28.0,phishing
738.0,505308.0,,8088.7785,09/20/2023 00:08,0.0,MasterCard,Ahmedabad,POS,65.0,phishing
391.0,800613.0,2081.0,975.26,03/24/2024 11:38,0.0,Visa,Mumbai,POS,31.0,scam
818.0,188928.0,2076.0,6145.11,03/06/2024 13:52,0.0,MasterCard,Jaipur,Digital,30.0,scam
560.0,686604.0,2027.0,,03/28/2024 10:50,1.0,MasterCard,Kolkata,Digital,51.0,phishing
1084.0,604455.0,2089.0,10121.976,02/29/2024 18:13,1.0,Visa,Kolkata,POS,45.0,scam
1118.0,975364.0,2014.0,4102.604,02/14/2024 22:09,0.0,,Chennai,POS,45.0,Payment card fraud
595.0,665028.0,2062.0,7746.336,01/01/2024 03:14,0.0,MasterCard,Pune,POS,49.0,phishing
337.0,940048.0,2093.0,2391.8840000000005,12/11/2023 21:50,1.0,Rupay,Surat,,,Malware
349.0,134648.0,2046.0,13721.688,01/27/2024 02:42,,Rupay,Ahmedabad,Digital,65.0,Malware
1001.0,587540.0,2048.0,8349.74,02/16/2024 21:48,0.0,MasterCard,Kolkata,Digital,26.0,scam
834.0,345926.0,2066.0,4157.424,02/13/2024 14:39,1.0,,Ahmedabad,Digital,37.0,Malware
622.0,303611.0,2012.0,1462.62,10/24/2023 07:28,,Rupay,Pune,Digital,43.0,scam
96.0,116505.0,2069.0,11360.745,11/03/2023 00:37,0.0,MasterCard,Delhi,Digital,21.0,Identity theft
74.0,623148.0,2040.0,3563.16,12/18/2023 03:52,1.0,MasterCard,Jaipur,POS,47.0,scam
819.0,579992.0,2029.0,10491.96,01/02/2024 17:49,0.0,,Hyderabad,Digital,36.0,scam
820.0,653437.0,2032.0,7978.883000000001,03/29/2024 13:57,1.0,MasterCard,Mumbai,Digital,29.0,Payment card fraud
230.0,169917.0,2023.0,1697.2780000000002,01/03/2024 07:13,1.0,Rupay,Chennai,Digital,46.0,Identity theft
723.0,625937.0,2037.0,5199.3,02/02/2024 10:58,0.0,Visa,Bangalore,Digital,49.0,scam
979.0,155907.0,2013.0,6154.56,09/29/2023 18:04,1.0,Visa,Surat,Digital,48.0,Identity theft
988.0,608118.0,,3634.788,01/23/2024 20:28,0.0,Visa,Bangalore,Digital,53.0,phishing
153.0,266723.0,2031.0,5385.897000000001,03/22/2024 21:44,0.0,Visa,Jaipur,Digital,63.0,phishing
184.0,328572.0,2077.0,9837.61,10/21/2023 20:46,0.0,,Pune,,25.0,phishing
962.0,304268.0,2088.0,6373.323000000001,01/10/2024 21:01,0.0,Rupay,Pune,Digital,20.0,Payment card fraud
493.0,373149.0,2092.0,10795.301,02/14/2024 15:01,0.0,Visa,Kolkata,Digital,47.0,Identity theft
254.0,950908.0,2069.0,784.5090000000001,10/21/2023 09:12,1.0,Rupay,Hyderabad,,59.0,Payment card fraud
1062.0,829668.0,2073.0,4538.358,09/27/2023 02:43,0.0,Rupay,Chennai,POS,56.0,Malware
738.0,505308.0,,8088.7785,09/20/2023 00:08,0.0,MasterCard,Ahmedabad,POS,65.0,phishing
557.0,978607.0,2059.0,11575.848,02/25/2024 07:58,0.0,MasterCard,Jaipur,Digital,,Payment card fraud
698.0,629968.0,2031.0,9033.81,01/25/2024 18:01,,Rupay,Hyderabad,Digital,29.0,Identity theft
426.0,,2098.0,1350.1950000000002,,,MasterCard,Surat,Digital,22.0,scam
568.0,606762.0,2092.0,1945.98,11/04/2023 14:30,0.0,,Ahmedabad,Digital,22.0,scam
64.0,141227.0,2014.0,1488.7949999999998,03/05/2024 23:09,0.0,Rupay,Ahmedabad,Digital,30.0,phishing
209.0,798689.0,2001.0,159.76,11/07/2023 09:42,1.0,MasterCard,Kolkata,Digital,62.0,Malware
973.0,574839.0,2022.0,7292.241,02/28/2024 01:57,0.0,MasterCard,Surat,POS,32.0,scam
57.0,735230.0,2086.0,11895.6,09/11/2023 20:17,1.0,Rupay,Hyderabad,,33.0,phishing
1179.0,,2020.0,3748.81,11/04/2023 07:17,0.0,MasterCard,Chennai,POS,18.0,phishing
1001.0,587540.0,2048.0,8349.74,02/16/2024 21:48,0.0,MasterCard,Kolkata,Digital,26.0,scam
447.0,210343.0,2024.0,12054.45,01/23/2024 00:15,1.0,Visa,Delhi,POS,35.0,Identity theft
566.0,686912.0,2095.0,9155.15,10/31/2023 14:34,1.0,Visa,Hyderabad,Digital,42.0,phishing
477.0,401516.0,2038.0,740.74,09/19/2023 16:00,0.0,MasterCard,Delhi,Digital,61.0,scam
407.0,438760.0,2036.0,3375.67,12/21/2023 12:15,0.0,Visa,Jaipur,Digital,58.0,Malware
241.0,639470.0,2039.0,4782.450000000001,09/16/2023 05:50,1.0,MasterCard,Delhi,POS,24.0,Identity theft
,841899.0,2036.0,904.871,01/19/2024 07:56,0.0,Rupay,Bangalore,POS,28.0,
167.0,750403.0,2064.0,5224.02,10/27/2023 11:34,1.0,Visa,Hyderabad,Digital,54.0,scam
917.0,492451.0,2049.0,9665.85,02/20/2024 08:00,0.0,Rupay,,Digital,36.0,phishing
1130.0,202994.0,2095.0,6097.13,10/01/2023 18:26,0.0,MasterCard,Ahmedabad,Digital,35.0,Payment card fraud
430.0,597624.0,2012.0,6888.156,10/10/2023 07:39,0.0,Rupay,Bangalore,Digital,66.0,Identity theft
,786949.0,2087.0,2786.278,02/27/2024 20:31,0.0,MasterCard,Chennai,,31.0,Malware
675.0,317362.0,2010.0,10934.592,10/11/2023 07:42,0.0,Visa,Pune,Digital,20.0,Identity theft
128.0,882252.0,2029.0,15176.617500000002,12/09/2023 23:39,0.0,Visa,Mumbai,POS,20.0,phishing
1154.0,548742.0,2004.0,4954.0,11/07/2023 11:56,1.0,Rupay,Delhi,Digital,39.0,Payment card fraud
297.0,998799.0,2010.0,6038.72,02/03/2024 10:57,1.0,Rupay,Kolkata,POS,33.0,scam
982.0,891058.0,2092.0,432.378,10/02/2023 01:05,0.0,MasterCard,Kolkata,POS,46.0,
392.0,844685.0,2094.0,5902.61,03/01/2024 15:05,0.0,Rupay,,Digital,66.0,Identity theft
153.0,266723.0,2031.0,5385.897000000001,03/22/2024 21:44,0.0,Visa,Jaipur,Digital,63.0,phishing
212.0,715145.0,2068.0,240.96,10/05/2023 11:12,1.0,Rupay,Ahmedabad,Digital,24.0,Identity theft
351.0,673149.0,2061.0,5571.0,11/05/2023 19:01,,Rupay,Hyderabad,Digital,53.0,
284.0,756791.0,2091.0,6265.4,12/08/2023 08:15,0.0,MasterCard,Ahmedabad,Digital,41.0,scam
655.0,816392.0,2011.0,6666.6,11/03/2023 13:03,0.0,MasterCard,Mumbai,Digital,65.0,scam
335.0,584505.0,2043.0,7273.5,12/23/2023 16:30,,Rupay,Jaipur,Digital,32.0,scam
1049.0,884478.0,2084.0,7459.699500000001,10/18/2023 23:52,0.0,Visa,,POS,28.0,Payment card fraud
478.0,911045.0,2055.0,10882.86,10/01/2023 10:00,0.0,Visa,Kolkata,Digital,22.0,Identity theft
544.0,177626.0,2010.0,9850.65,02/16/2024 11:24,0.0,MasterCard,Surat,Digital,56.0,Identity theft
1181.0,641353.0,2085.0,3033.02,12/12/2023 06:39,0.0,Rupay,Chennai,POS,43.0,phishing
765.0,686350.0,2083.0,3763.826,10/12/2023 11:03,1.0,Visa,Chennai,Digital,39.0,scam
131.0,665060.0,2044.0,,03/04/2024 23:16,0.0,Rupay,Bangalore,Digital,35.0,Identity theft
829.0,951486.0,2097.0,7328.549999999999,09/25/2023 23:35,0.0,Visa,Hyderabad,POS,39.0,Malware
841.0,494920.0,2040.0,4185.06,03/02/2024 04:52,0.0,,Hyderabad,,41.0,Identity theft
,104403.0,2035.0,2553.034,02/08/2024 12:06,0.0,Rupay,Mumbai,Digital,21.0,Payment card fraud
144.0,786553.0,,2131.884,01/07/2024 19:34,1.0,Visa,,Digital,38.0,Payment card fraud
723.0,625937.0,2037.0,5199.3,02/02/2024 10:58,0.0,Visa,Bangalore,Digital,49.0,scam
935.0,218904.0,2039.0,6543.708,09/18/2023 15:11,0.0,Visa,Hyderabad,Digital,66.0,Malware
889.0,832041.0,2055.0,5534.76,02/19/2024 11:48,0.0,MasterCard,Pune,Digital,31.0,scam
101.0,327304.0,2062.0,2384.69,02/12/2024 17:26,1.0,MasterCard,,Digital,50.0,phishing
829.0,951486.0,2097.0,7328.549999999999,09/25/2023 23:35,0.0,Visa,Hyderabad,POS,39.0,Malware
,889878.0,2081.0,10948.245,12/27/2023 05:50,1.0,Visa,Kolkata,Digital,40.0,Malware
9.0,401388.0,2035.0,3904.2,01/09/2024 00:43,0.0,Visa,Kolkata,Digital,37.0,Malware
453.0,859858.0,2002.0,4989.79,12/16/2023 19:05,0.0,MasterCard,Ahmedabad,Digital,28.0,phishing
951.0,285805.0,2068.0,9810.82,12/10/2023 07:08,0.0,,Surat,Digital,,scam
1098.0,772309.0,2076.0,93.41,,0.0,Rupay,Hyderabad,Digital,60.0,scam
203.0,701914.0,2018.0,2979.735,02/16/2024 00:56,,MasterCard,Ahmedabad,Digital,43.0,Identity theft
1004.0,317669.0,2027.0,12451.9065,11/27/2023 00:06,0.0,Rupay,Surat,POS,37.0,scam
25.0,919876.0,2011.0,10806.276,10/13/2023 08:32,0.0,Visa,Delhi,Digital,55.0,Malware
794.0,,2007.0,,12/11/2023 02:18,0.0,Rupay,Mumbai,Digital,19.0,Payment card fraud
1058.0,413454.0,2064.0,5547.38,03/28/2024 08:46,0.0,Rupay,Ahmedabad,Digital,28.0,Malware
19.0,500558.0,,15926.13,03/05/2024 05:55,0.0,Rupay,Chennai,Digital,28.0,Identity theft
335.0,584505.0,2043.0,7273.5,12/23/2023 16:30,,Rupay,Jaipur,Digital,32.0,scam
639.0,862513.0,2062.0,8564.59,01/18/2024 07:20,0.0,MasterCard,Delhi,Digital,45.0,Identity theft
815.0,189974.0,2001.0,180.972,01/21/2024 18:42,,MasterCard,Jaipur,POS,,phishing
264.0,291276.0,2024.0,834.9000000000001,09/09/2023 18:41,0.0,,,Digital,29.0,phishing
996.0,124298.0,2027.0,7462.807000000001,01/26/2024 10:02,0.0,MasterCard,Pune,Digital,35.0,Payment card fraud
509.0,525337.0,2008.0,1430.34,01/16/2024 19:28,1.0,MasterCard,Kolkata,POS,58.0,scam
905.0,674531.0,2084.0,2375.61,10/26/2023 00:25,0.0,MasterCard,Delhi,Digital,30.0,Malware
39.0,771430.0,2071.0,14247.4695,01/25/2024 05:11,0.0,Visa,Jaipur,Digital,67.0,Payment card fraud
562.0,943017.0,2076.0,5797.05,11/30/2023 06:33,0.0,,Hyderabad,Digital,26.0,scam
887.0,879648.0,2036.0,310.58500000000004,01/16/2024 07:31,1.0,Rupay,Bangalore,Digital,,phishing
15.0,679113.0,2019.0,11429.747999999998,09/10/2023 23:01,1.0,Visa,Mumbai,Digital,24.0,Payment card fraud
786.0,221177.0,2094.0,9988.803,12/17/2023 07:43,0.0,Visa,Delhi,POS,48.0,scam
378.0,104956.0,2025.0,10959.883000000002,09/02/2023 08:19,0.0,Rupay,Pune,Digital,61.0,phishing
698.0,629968.0,2031.0,9033.81,01/25/2024 18:01,,Rupay,Hyderabad,Digital,29.0,Identity theft
120.0,,2012.0,1014.255,02/28/2024 08:31,0.0,Visa,Mumbai,Digital,48.0,scam
502.0,345999.0,2005.0,1303.775,10/23/2023 19:59,0.0,Visa,Hyderabad,Digital,30.0,phishing
1017.0,630209.0,2034.0,1154.43,12/17/2023 17:25,1.0,MasterCard,Bangalore,Digital,53.0,Payment card fraud
984.0,213586.0,2075.0,7582.113,11/09/2023 21:51,0.0,MasterCard,Delhi,Digital,49.0,Malware
1179.0,,2020.0,3748.81,11/04/2023 07:17,0.0,MasterCard,Chennai,POS,18.0,phishing
288.0,900633.0,2001.0,6786.318000000001,01/03/2024 17:32,0.0,Visa,Pune,Digital,,Malware
626.0,820628.0,2094.0,9793.38,10/18/2023 04:25,1.0,Rupay,Mumbai,Digital,55.0,Identity theft
955.0,171627.0,2059.0,3784.53,03/31/2024 16:47,1.0,Rupay,,Digital,44.0,Payment card fraud
1152.0,995309.0,,2124.3255,09/03/2023 04:13,0.0,,Pune,POS,51.0,phishing
24.0,972563.0,2045.0,10087.944,02/28/2024 13:35,0.0,MasterCard,Jaipur,Digital,23.0,Malware
294.0,939618.0,2025.0,11995.815,10/20/2023 01:44,0.0,Visa,Hyderabad,,41.0,Malware
1067.0,422340.0,2007.0,649.6600000000001,12/04/2023 11:48,1.0,Rupay,,Digital,42.0,
734.0,248727.0,2079.0,2894.952,10/23/2023 08:46,1.0,Rupay,Jaipur,Digital,46.0,Payment card fraud
366.0,170291.0,2011.0,5564.55,11/27/2023 17:45,0.0,Visa,Bangalore,Digital,21.0,scam
481.0,434301.0,2087.0,7452.719999999999,02/18/2024 03:53,0.0,Rupay,Delhi,Digital,62.0,Identity theft
155.0,751731.0,2073.0,,09/28/2023 05:15,1.0,Visa,,POS,38.0,Identity theft
47.0,685070.0,2040.0,4727.412,03/15/2024 20:44,,Visa,Ahmedabad,Digital,68.0,phishing
915.0,995324.0,2059.0,6223.248,09/05/2023 02:10,0.0,Visa,Hyderabad,Digital,49.0,
680.0,254743.0,2050.0,7280.38,01/27/2024 18:46,,,Hyderabad,POS,36.0,Identity theft
135.0,426842.0,2039.0,8183.62,03/01/2024 14:19,1.0,Visa,Surat,POS,26.0,Malware
363.0,812929.0,2024.0,2112.935,12/31/2023 18:44,0.0,MasterCard,Chennai,Digital,54.0,Identity theft
69.0,,2008.0,6447.978,10/24/2023 04:32,0.0,Visa,Jaipur,Digital,56.0,Payment card fraud
625.0,,2016.0,8250.902,11/01/2023 19:28,0.0,MasterCard,Ahmedabad,Digital,66.0,Malware
,371258.0,2091.0,2206.56,11/08/2023 17:28,,Visa,Surat,Digital,64.0,phishing
303.0,660326.0,2098.0,3415.76,12/20/2023 20:52,0.0,Rupay,Kolkata,Digital,33.0,Payment card fraud
324.0,437589.0,2039.0,8427.89,01/08/2024 10:45,0.0,Visa,Hyderabad,Digital,27.0,Identity theft
74.0,623148.0,2040.0,3563.16,12/18/2023 03:52,1.0,MasterCard,Jaipur,POS,47.0,scam
1049.0,884478.0,2084.0,7459.699500000001,10/18/2023 23:52,0.0,Visa,,POS,28.0,Payment card fraud
200.0,758784.0,2032.0,1350.57,12/23/2023 18:31,1.0,Rupay,Pune,POS,26.0,phishing
33.0,,2042.0,1801.044,11/23/2023 05:42,,MasterCard,Pune,,25.0,Malware
648.0,863522.0,2019.0,,11/24/2023 03:48,1.0,Visa,Pune,Digital,56.0,scam
771.0,289476.0,2062.0,6600.495000000002,03/25/2024 00:28,1.0,Rupay,Jaipur,Digital,28.0,Identity theft
741.0,250694.0,2092.0,6026.48,01/24/2024 07:14,1.0,,Jaipur,Digital,43.0,scam
993.0,958118.0,2056.0,9576.61,01/09/2024 07:14,0.0,Rupay,Chennai,Digital,42.0,Identity theft
533.0,721021.0,2008.0,2885.6080000000006,11/05/2023 13:50,,,Mumbai,POS,43.0,scam
598.0,324886.0,2059.0,8429.355,01/23/2024 01:18,0.0,Visa,Pune,Digital,22.0,scam
1119.0,684672.0,,942.0345,02/21/2024 02:10,1.0,Visa,,Digital,31.0,Identity theft
786.0,221177.0,2094.0,9988.803,12/17/2023 07:43,0.0,Visa,Delhi,POS,48.0,scam
684.0,803676.0,2025.0,10480.679999999998,09/24/2023 21:32,1.0,MasterCard,Bangalore,Digital,26.0,phishing
693.0,,2038.0,9906.039,10/26/2023 03:13,0.0,Rupay,Hyderabad,Digital,18.0,Malware
282.0,974385.0,2025.0,3587.6159999999995,11/14/2023 20:21,0.0,Visa,Mumbai,Digital,63.0,Payment card fraud
104.0,108252.0,2027.0,17865.377999999997,11/14/2023 00:52,1.0,Rupay,Kolkata,Digital,,Malware
692.0,922640.0,2012.0,3047.59,02/28/2024 11:11,0.0,MasterCard,Jaipur,Digital,22.0,phishing
1092.0,412399.0,2032.0,938.43,,0.0,Visa,Kolkata,Digital,,Payment card fraud
1200.0,964947.0,2089.0,10373.121,,1.0,Rupay,Delhi,Digital,,scam
405.0,899383.0,2097.0,,10/05/2023 16:06,1.0,Rupay,Ahmedabad,Digital,19.0,Identity theft
128.0,882252.0,2029.0,15176.617500000002,12/09/2023 23:39,0.0,Visa,Mumbai,POS,20.0,phishing
464.0,642359.0,2052.0,679.4590000000001,11/07/2023 19:03,1.0,MasterCard,Bangalore,Digital,65.0,Payment card fraud
1139.0,443880.0,2065.0,2438.628,01/24/2024 07:40,0.0,MasterCard,Jaipur,Digital,28.0,Identity theft
313.0,131702.0,,2417.796,02/23/2024 08:29,,Rupay,Chennai,Digital,,Malware
1162.0,402729.0,2042.0,11206.0575,01/26/2024 02:58,0.0,Rupay,Hyderabad,,31.0,phishing
