id,razorpay_payment_id,timestamp,agent_type,amount,currency,payment_method,upi_app,bank,status,error_code,device_fingerprint,ip_address,fraud_score,is_suspicious,fraud_reasons,amount_slab,hour_of_day,is_night_transaction,is_weekend,attempt_count
2991,pay_IF7SEVAC1LHVJJ,2025-12-24T17:07:43.452247,normal,2402.34,INR,upi,GPay,Kotak,success,,device_29e722b3-95af-4e,103.191.200.30,0.0,False,,very_large,17,False,False,2
2990,pay_M1XASVPGAXURJP,2025-12-24T17:07:42.492112,bot,56.63,INR,upi,GPay,SBI,success,,device_c1ad9e47-1476-4c,103.243.52.44,27.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 77.78%""]",medium,17,False,False,11
2989,pay_36EFLDPUA1ULLK,2025-12-24T17:07:40.829031,impatient,282.72,INR,upi,Amazon Pay,Kotak,success,,device_2879a879-c399-4c,103.34.127.129,7.0,False,"[""UPI switching: 66.67%""]",medium,17,False,False,5
2988,pay_6YCH8QMGVQNZ02,2025-12-24T17:07:40.659924,impatient,161.1,INR,upi,GPay,PNB,success,,device_c57c3ad7-d609-4e,103.158.34.127,22.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,6
2987,pay_9G16MDYW8X4R9Z,2025-12-24T17:07:40.623939,impatient,897.42,INR,upi,BHIM,Canara,success,,device_25add7a5-a88d-43,103.99.7.133,32.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 66.67%"", ""UPI switching: 100.0%""]",large,17,False,False,7
2986,pay_ITZCG5CHXCB1V8,2025-12-24T17:07:40.094999,bot,135.51,INR,upi,BHIM,SBI,failed,BAD_REQUEST_ERROR,device_83b8eb7d-0afa-49,103.6.115.156,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 87.5%""]",medium,17,False,False,10
2985,pay_539YGO14TA7S5V,2025-12-24T17:07:39.673586,bot,362.53,INR,upi,BHIM,ICICI,failed,DEBIT_FAILED,device_44c51aa1-f9ed-4a,103.96.235.216,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 87.5%""]",medium,17,False,False,10
2984,pay_E1VK290OW5BTYL,2025-12-24T17:07:39.624225,impatient,189.2,INR,upi,GPay,HDFC,success,,device_bb12efd9-1d5c-40,103.51.144.220,12.0,False,"[""Rapid retry: 2.24s"", ""UPI switching: 66.67%""]",medium,17,False,False,5
2983,pay_ZN77L2HDJ9XBCV,2025-12-24T17:07:39.320968,impatient,416.81,INR,upi,PhonePe,HDFC,failed,GATEWAY_ERROR,device_221974bc-8ee3-4d,103.79.2.199,7.0,False,"[""UPI switching: 66.67%""]",medium,17,False,False,5
2982,pay_IZAP3ALVPANPSI,2025-12-24T17:07:38.970743,bot,255.1,INR,upi,BHIM,Canara,success,,device_27d2e87e-c6fc-49,103.208.109.141,22.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 88.89%""]",medium,17,False,False,11
2981,pay_SP3IN8GB1OX4BC,2025-12-24T17:07:38.773884,impatient,457.36,INR,upi,GPay,SBI,success,,device_e67e4e9b-f725-4c,103.197.181.212,32.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 75.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,9
2980,pay_TIZWL7X1YCNHMJ,2025-12-24T17:07:38.192876,bot,221.29,INR,upi,WhatsApp Pay,ICICI,success,,device_8f7bbbf2-fcab-4f,103.149.9.102,22.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 77.78%""]",medium,17,False,False,11
2979,pay_YXPREZK3ZLDLU7,2025-12-24T17:07:38.006899,bot,332.9,INR,upi,WhatsApp Pay,Canara,success,,device_f5f5fc2a-e45c-4e,103.45.134.129,22.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 88.89%""]",medium,17,False,False,11
2978,pay_TKFH1NVEIZRO0N,2025-12-24T17:07:37.899610,bot,56.63,INR,upi,WhatsApp Pay,PNB,success,,device_c1ad9e47-1476-4c,103.243.52.44,27.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 75.0%""]",medium,17,False,False,10
2977,pay_50A9UEPAU61LMK,2025-12-24T17:07:37.525608,normal,1202.09,INR,upi,GPay,SBI,success,,device_3b38cf11-9179-46,103.252.61.32,0.0,False,,large,17,False,False,2
2976,pay_3BUN9F1ZPQLRXG,2025-12-24T17:07:36.314806,bot,62.71,INR,upi,WhatsApp Pay,ICICI,success,,device_006dd605-a14f-46,103.58.113.224,27.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,11
2975,pay_WQIQVOWFDO6K03,2025-12-24T17:07:35.278569,bot,135.51,INR,upi,PayZapp,PNB,success,,device_83b8eb7d-0afa-49,103.6.115.156,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 85.71%""]",medium,17,False,False,9
2974,pay_O7I3F4O9PUR29K,2025-12-24T17:07:35.254406,impatient,457.36,INR,upi,PayZapp,Canara,failed,BAD_REQUEST_ERROR,device_e67e4e9b-f725-4c,103.197.181.212,32.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 71.43%"", ""UPI switching: 100.0%""]",medium,17,False,False,8
2973,pay_MNU7V17Y9UXG7A,2025-12-24T17:07:35.228090,impatient,1088.26,INR,upi,Amazon Pay,SBI,success,,device_6284ba97-8316-47,103.148.164.106,27.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""Rapid retry: 2.84s"", ""UPI switching: 75.0%""]",large,17,False,False,6
2972,pay_DKV2OA0ZK5YJE3,2025-12-24T17:07:35.151435,bot,460.44,INR,upi,GPay,HDFC,success,,device_4ca2564f-0941-40,103.214.103.236,22.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 88.89%""]",medium,17,False,False,11
2971,pay_IJPEN24VCRACOM,2025-12-24T17:07:34.992665,impatient,754.07,INR,upi,BHIM,Canara,success,,device_25add7a5-a88d-43,103.99.7.133,32.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 80.0%"", ""UPI switching: 100.0%""]",large,17,False,False,6
2970,pay_2VZQN9GMN4W0O4,2025-12-24T17:07:34.859412,bot,362.53,INR,upi,Paytm,ICICI,failed,INSUFFICIENT_FUNDS,device_44c51aa1-f9ed-4a,103.96.235.216,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 85.71%""]",medium,17,False,False,9
2969,pay_64G8DR6PW9GIEJ,2025-12-24T17:07:34.802805,impatient,368.25,INR,upi,PhonePe,ICICI,success,,device_79a3e5b9-ce3e-4d,103.134.6.143,7.0,False,"[""UPI switching: 66.67%""]",medium,17,False,False,5
2968,pay_UXJQOLQXCBU118,2025-12-24T17:07:34.729855,bot,265.65,INR,upi,Paytm,BOB,success,,device_c38e2f11-f535-48,103.166.181.194,22.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 66.67%""]",medium,17,False,False,11
2967,pay_E7SX0OZS0QCIBV,2025-12-24T17:07:34.696702,bot,255.1,INR,upi,BHIM,Axis,success,,device_27d2e87e-c6fc-49,103.208.109.141,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,10
2966,pay_GR7NJSJYNBCS2I,2025-12-24T17:07:34.431378,normal,194.44,INR,upi,WhatsApp Pay,SBI,success,,device_134c2fe1-7459-41,103.237.150.242,0.0,False,,medium,17,False,False,2
2965,pay_7PJOUW48MVUPSL,2025-12-24T17:07:34.395253,bot,291.14,INR,upi,BHIM,Canara,failed,UPI_AUTHENTICATION_FAILED,device_faae5672-836a-41,103.134.68.148,22.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 77.78%""]",medium,17,False,False,11
2964,pay_08J860AX8KDQ7J,2025-12-24T17:07:34.132369,normal,261.76,INR,upi,PayZapp,Axis,success,,device_1747f5ef-ed0a-40,103.44.124.100,0.0,False,,medium,17,False,False,2
2963,pay_OK0J282C380PS7,2025-12-24T17:07:34.001757,bot,221.29,INR,upi,PayZapp,BOB,success,,device_8f7bbbf2-fcab-4f,103.149.9.102,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 75.0%""]",medium,17,False,False,10
2962,pay_A5JC3VMUYUCNNZ,2025-12-24T17:07:33.855526,bot,332.9,INR,upi,Amazon Pay,SBI,success,,device_f5f5fc2a-e45c-4e,103.45.134.129,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 87.5%""]",medium,17,False,False,10
2961,pay_SIGLM7HKVZGMSS,2025-12-24T17:07:33.309571,bot,56.63,INR,upi,GPay,Canara,failed,GATEWAY_ERROR,device_c1ad9e47-1476-4c,103.243.52.44,27.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 85.71%""]",medium,17,False,False,9
2960,pay_X2H8UIUPO7X5FY,2025-12-24T17:07:32.927898,impatient,198.03,INR,upi,PayZapp,PNB,failed,UPI_AUTHENTICATION_FAILED,device_0aca3a40-d229-4d,103.133.122.50,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,4
2959,pay_7C8ERBEVQYIJ46,2025-12-24T17:07:32.338155,normal,1085.43,INR,upi,BHIM,PNB,success,,device_6cc1aaf3-b866-45,103.38.200.219,10.0,False,"[""High failure rate: 100.0%""]",large,17,False,False,2
2958,pay_B9ASUQJMZG6LUD,2025-12-24T17:07:32.309059,bot,62.71,INR,upi,GPay,SBI,success,,device_006dd605-a14f-46,103.58.113.224,27.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,10
2957,pay_YSJFFLLIN5JTGE,2025-12-24T17:07:31.355048,impatient,370.85,INR,upi,Amazon Pay,Axis,success,,device_378cd8da-f7c9-45,103.222.246.137,15.0,False,"[""Burst activity: 80"", ""UPI switching: 100.0%""]",medium,17,False,False,5
2956,pay_523GVINTJQU4QK,2025-12-24T17:07:31.287512,bot,460.44,INR,upi,GPay,PNB,failed,UPI_AUTHENTICATION_FAILED,device_4ca2564f-0941-40,103.214.103.236,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 87.5%""]",medium,17,False,False,10
2955,pay_CNIXQ11993EE9F,2025-12-24T17:07:30.893751,bot,265.65,INR,upi,Amazon Pay,HDFC,success,,device_c38e2f11-f535-48,103.166.181.194,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 75.0%""]",medium,17,False,False,10
2954,pay_7JVQV0QSQYWUPK,2025-12-24T17:07:30.666832,impatient,457.36,INR,upi,Amazon Pay,Axis,failed,BAD_REQUEST_ERROR,device_e67e4e9b-f725-4c,103.197.181.212,32.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 66.67%"", ""UPI switching: 100.0%""]",medium,17,False,False,7
2953,pay_KZHP8TBO8OE1TO,2025-12-24T17:07:30.626200,bot,291.14,INR,upi,PhonePe,ICICI,success,,device_faae5672-836a-41,103.134.68.148,22.0,False,"[""High velocity: 9 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 75.0%""]",medium,17,False,False,10
2952,pay_G9ODHD7P0GWX81,2025-12-24T17:07:30.426420,bot,135.51,INR,upi,BHIM,PNB,success,,device_83b8eb7d-0afa-49,103.6.115.156,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 83.33%""]",medium,17,False,False,8
2951,pay_KOON95O4EEUQYD,2025-12-24T17:07:30.424835,bot,255.1,INR,upi,BHIM,BOB,success,,device_27d2e87e-c6fc-49,103.208.109.141,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,9
2950,pay_Q6I72KQJ2VC9TV,2025-12-24T17:07:30.235024,impatient,754.07,INR,upi,WhatsApp Pay,ICICI,failed,BAD_REQUEST_ERROR,device_25add7a5-a88d-43,103.99.7.133,25.0,False,"[""Burst activity: 80"", ""High failure rate: 75.0%"", ""UPI switching: 100.0%""]",large,17,False,False,5
2949,pay_O71XPTKRQ1KY5H,2025-12-24T17:07:30.047470,bot,362.53,INR,upi,Amazon Pay,PNB,success,,device_44c51aa1-f9ed-4a,103.96.235.216,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 83.33%""]",medium,17,False,False,8
2948,pay_5TSHW4WAJOH67L,2025-12-24T17:07:29.816247,bot,221.29,INR,upi,Amazon Pay,SBI,success,,device_8f7bbbf2-fcab-4f,103.149.9.102,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 85.71%""]",medium,17,False,False,9
2947,pay_SBKM3QRQ1E3AD2,2025-12-24T17:07:29.705397,bot,332.9,INR,upi,BHIM,Canara,success,,device_f5f5fc2a-e45c-4e,103.45.134.129,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 85.71%""]",medium,17,False,False,9
2946,pay_WR46KHXNHZ68KL,2025-12-24T17:07:28.926492,impatient,1456.77,INR,upi,PayZapp,Canara,success,,device_6284ba97-8316-47,103.148.164.106,7.0,False,"[""UPI switching: 66.67%""]",large,17,False,False,5
2945,pay_TKAYJRCN0E98Q4,2025-12-24T17:07:28.719737,bot,56.63,INR,upi,GPay,Axis,failed,INSUFFICIENT_FUNDS,device_c1ad9e47-1476-4c,103.243.52.44,27.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 83.33%""]",medium,17,False,False,8
2944,pay_WAPOP8LRFH9W9D,2025-12-24T17:07:28.586508,impatient,450.42,INR,upi,Paytm,Kotak,success,,device_221974bc-8ee3-4d,103.79.2.199,7.0,False,"[""UPI switching: 50.0%""]",medium,17,False,False,4
2943,pay_5L5TTJG8KTK6NS,2025-12-24T17:07:28.309854,bot,62.71,INR,upi,PhonePe,BOB,success,,device_006dd605-a14f-46,103.58.113.224,27.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,9
2942,pay_XPSVRKA47MAH3W,2025-12-24T17:07:28.068878,impatient,33.55,INR,upi,Paytm,Kotak,success,,device_2879a879-c399-4c,103.34.127.129,7.0,False,"[""UPI switching: 50.0%""]",small,17,False,False,4
2941,pay_OO9WX400T0VFE2,2025-12-24T17:07:27.557158,impatient,202.61,INR,upi,Amazon Pay,Axis,success,,device_79a3e5b9-ce3e-4d,103.134.6.143,7.0,False,"[""UPI switching: 50.0%""]",medium,17,False,False,4
2940,pay_9CLXIPWNWPO24H,2025-12-24T17:07:27.421577,bot,460.44,INR,upi,PayZapp,Canara,success,,device_4ca2564f-0941-40,103.214.103.236,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,9
2939,pay_3UYS2IPW1512EH,2025-12-24T17:07:27.059931,bot,265.65,INR,upi,Amazon Pay,HDFC,success,,device_c38e2f11-f535-48,103.166.181.194,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 71.43%""]",medium,17,False,False,9
2938,pay_U1FNFRDMKCDHOE,2025-12-24T17:07:26.854159,bot,291.14,INR,upi,GPay,Axis,success,,device_faae5672-836a-41,103.134.68.148,22.0,False,"[""High velocity: 8 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 85.71%""]",medium,17,False,False,9
2937,pay_GOIWJUBG0W3R9P,2025-12-24T17:07:26.308726,impatient,379.39,INR,upi,PhonePe,Canara,success,,device_bb12efd9-1d5c-40,103.51.144.220,12.0,False,"[""Rapid retry: 2.24s"", ""UPI switching: 50.0%""]",medium,17,False,False,4
2936,pay_VXJNE79VHCS7MP,2025-12-24T17:07:26.151112,bot,255.1,INR,upi,Amazon Pay,BOB,failed,GATEWAY_ERROR,device_27d2e87e-c6fc-49,103.208.109.141,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,8
2935,pay_G6ZEOSY61Q12LT,2025-12-24T17:07:26.123500,impatient,139.72,INR,upi,Amazon Pay,Kotak,success,,device_c57c3ad7-d609-4e,103.158.34.127,15.0,False,"[""Burst activity: 80"", ""UPI switching: 100.0%""]",medium,17,False,False,5
2934,pay_TF0ZX7VG42I8G5,2025-12-24T17:07:26.090209,impatient,1456.77,INR,upi,PhonePe,BOB,failed,GATEWAY_ERROR,device_6284ba97-8316-47,103.148.164.106,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,4
2933,pay_TM0YN9ZVHYHC79,2025-12-24T17:07:25.629324,bot,221.29,INR,upi,Amazon Pay,ICICI,failed,UPI_AUTHENTICATION_FAILED,device_8f7bbbf2-fcab-4f,103.149.9.102,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 83.33%""]",medium,17,False,False,8
2932,pay_3SVV6A3LA4EO51,2025-12-24T17:07:25.604503,bot,135.51,INR,upi,PayZapp,Canara,success,,device_83b8eb7d-0afa-49,103.6.115.156,32.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 66.67%"", ""UPI switching: 80.0%""]",medium,17,False,False,7
2931,pay_R4Q1BR2X05JGG3,2025-12-24T17:07:25.582816,impatient,194.39,INR,upi,PhonePe,ICICI,success,,device_e67e4e9b-f725-4c,103.197.181.212,32.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 80.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,6
2930,pay_RM1J9Y445NKK4Q,2025-12-24T17:07:25.552023,bot,332.9,INR,upi,Paytm,Axis,failed,DEBIT_FAILED,device_f5f5fc2a-e45c-4e,103.45.134.129,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,8
2929,pay_USLPSVLGHH97IX,2025-12-24T17:07:25.233690,bot,362.53,INR,upi,Paytm,BOB,failed,GATEWAY_ERROR,device_44c51aa1-f9ed-4a,103.96.235.216,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,7
2928,pay_ZI35J4KGRW8SA9,2025-12-24T17:07:24.309999,bot,62.71,INR,upi,GPay,PNB,success,,device_006dd605-a14f-46,103.58.113.224,27.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,8
2927,pay_QK35ZZ401H1WEK,2025-12-24T17:07:24.129507,bot,56.63,INR,upi,WhatsApp Pay,Canara,success,,device_c1ad9e47-1476-4c,103.243.52.44,27.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 80.0%""]",medium,17,False,False,7
2926,pay_ZUPI7VCVCJVFHY,2025-12-24T17:07:23.545519,bot,460.44,INR,upi,PayZapp,Canara,success,,device_4ca2564f-0941-40,103.214.103.236,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,8
2925,pay_Z38YGXLGOUTJ13,2025-12-24T17:07:23.340636,impatient,194.39,INR,upi,Amazon Pay,PNB,failed,BAD_REQUEST_ERROR,device_e67e4e9b-f725-4c,103.197.181.212,25.0,False,"[""Burst activity: 80"", ""High failure rate: 75.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,5
2924,pay_92N224GJ4FF5PR,2025-12-24T17:07:23.315404,impatient,139.72,INR,upi,Paytm,Canara,failed,GATEWAY_ERROR,device_c57c3ad7-d609-4e,103.158.34.127,7.0,False,"[""UPI switching: 100.0%""]",medium,17,False,False,4
2923,pay_GDVUSPWWWJC596,2025-12-24T17:07:23.227596,bot,265.65,INR,upi,GPay,Canara,success,,device_c38e2f11-f535-48,103.166.181.194,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 66.67%""]",medium,17,False,False,8
2922,pay_RPHFHMTGDQVQUU,2025-12-24T17:07:23.083074,bot,291.14,INR,upi,GPay,PNB,failed,DEBIT_FAILED,device_faae5672-836a-41,103.134.68.148,22.0,False,"[""High velocity: 7 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 83.33%""]",medium,17,False,False,8
2921,pay_1KNN84BCELPX2A,2025-12-24T17:07:21.823063,bot,255.1,INR,upi,WhatsApp Pay,Axis,failed,INSUFFICIENT_FUNDS,device_27d2e87e-c6fc-49,103.208.109.141,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,7
2920,pay_V81V4CX4N17JW0,2025-12-24T17:07:21.431173,bot,221.29,INR,upi,WhatsApp Pay,Canara,success,,device_8f7bbbf2-fcab-4f,103.149.9.102,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 80.0%""]",medium,17,False,False,7
2919,pay_G8ZBZBOGJB00SZ,2025-12-24T17:07:21.402350,bot,332.9,INR,upi,Paytm,HDFC,success,,device_f5f5fc2a-e45c-4e,103.45.134.129,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,7
2918,pay_7TKCTYDSZPFCO3,2025-12-24T17:07:21.185654,impatient,333.12,INR,upi,GPay,Axis,failed,INSUFFICIENT_FUNDS,device_25add7a5-a88d-43,103.99.7.133,17.0,False,"[""High failure rate: 66.67%"", ""UPI switching: 100.0%""]",medium,17,False,False,4
2917,pay_IWKQ0D30NXII39,2025-12-24T17:07:20.743512,bot,135.51,INR,upi,Paytm,Kotak,failed,TRANSACTION_DECLINED,device_83b8eb7d-0afa-49,103.6.115.156,32.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 60.0%"", ""UPI switching: 75.0%""]",medium,17,False,False,6
2916,pay_3K44Y5SR6EDZ12,2025-12-24T17:07:20.422977,bot,362.53,INR,upi,Paytm,Canara,success,,device_44c51aa1-f9ed-4a,103.96.235.216,22.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,6
2915,pay_IRZG9UU6Q5ICZ8,2025-12-24T17:07:20.309886,bot,62.71,INR,upi,BHIM,SBI,success,,device_006dd605-a14f-46,103.58.113.224,27.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 100.0%""]",medium,17,False,False,7
2914,pay_DEZVAHZAK096ID,2025-12-24T17:07:19.682438,bot,460.44,INR,upi,Paytm,SBI,success,,device_4ca2564f-0941-40,103.214.103.236,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 100.0%""]",medium,17,False,False,7
2913,pay_EXU680WA5VH6FD,2025-12-24T17:07:19.595787,impatient,1136.22,INR,upi,GPay,Axis,success,,device_0aca3a40-d229-4d,103.133.122.50,7.0,False,"[""UPI switching: 100.0%""]",large,17,False,False,3
2912,pay_AILAZCD7LU2M8V,2025-12-24T17:07:19.593878,impatient,194.39,INR,upi,BHIM,Canara,failed,TRANSACTION_DECLINED,device_e67e4e9b-f725-4c,103.197.181.212,17.0,False,"[""High failure rate: 66.67%"", ""UPI switching: 100.0%""]",medium,17,False,False,4
2911,pay_8JREUJ5MMPUHK3,2025-12-24T17:07:19.561429,dormant,8.34,INR,upi,Amazon Pay,SBI,success,,device_e348e4b9-9f94-45,103.209.112.28,0.0,False,,small,17,False,False,1
2910,pay_RDACSGEDVFRWMF,2025-12-24T17:07:19.534009,bot,56.63,INR,upi,PhonePe,PNB,success,,device_c1ad9e47-1476-4c,103.243.52.44,27.0,False,"[""High velocity: 5 txns in 1 min"", ""Burst activity: 100"", ""Small amount spam: 100.0%"", ""UPI switching: 75.0%""]",medium,17,False,False,6
2909,pay_5MERZ3ZVBITYLH,2025-12-24T17:07:19.489783,fraud,61.99,INR,upi,BHIM,BOB,failed,BAD_REQUEST_ERROR,device_13bc2107-541f-4d,103.126.65.166,42.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 80.0%"", ""Rapid retry: 2.48s"", ""Small amount spam: 100.0%"", ""UPI switching: 88.89%""]",medium,17,False,False,11
2908,pay_5AXEQSI1TFZE3K,2025-12-24T17:07:19.466971,dormant,24.93,INR,upi,PayZapp,BOB,success,,device_a6afac43-206a-49,103.240.228.88,0.0,False,,small,17,False,False,1
2907,pay_2G8VPCCHFSATXL,2025-12-24T17:07:19.420184,fraud,13.18,INR,upi,PhonePe,Kotak,failed,DEBIT_FAILED,device_bafd5bfa-d9fe-4b,103.98.89.85,47.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 70.0%"", ""Rapid retry: 2.46s"", ""FFS pattern: 3 times"", ""Small amount spam: 100.0%"", ""UPI switching: 77.78%""]",small,17,False,False,11
2906,pay_TWTD6OB4SLKA7D,2025-12-24T17:07:19.392734,bot,265.65,INR,upi,WhatsApp Pay,HDFC,success,,device_c38e2f11-f535-48,103.166.181.194,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 60.0%""]",medium,17,False,False,7
2905,pay_YLL81SUL7GINNI,2025-12-24T17:07:19.312485,bot,291.14,INR,upi,PhonePe,Axis,failed,GATEWAY_ERROR,device_faae5672-836a-41,103.134.68.148,22.0,False,"[""High velocity: 6 txns in 1 min"", ""Burst activity: 100"", ""UPI switching: 80.0%""]",medium,17,False,False,7
2904,pay_IIHSDZFO2V10F1,2025-12-24T17:07:18.421392,dormant,23.12,INR,upi,PhonePe,Axis,success,,device_84f49cb4-3c3f-4b,103.122.124.52,0.0,False,,small,17,False,False,1
2903,pay_K4IB4ELY1EMJMX,2025-12-24T17:07:18.375021,fraud,46.15,INR,upi,PhonePe,SBI,failed,UPI_AUTHENTICATION_FAILED,device_61bb1c16-73ab-49,103.27.255.227,42.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 80.0%"", ""Rapid retry: 1.99s"", ""Small amount spam: 100.0%"", ""UPI switching: 100.0%""]",small,17,False,False,11
2902,pay_GFZ1IZ26MPVYTD,2025-12-24T17:07:18.145148,dormant,24.67,INR,upi,GPay,SBI,success,,device_4ef5da50-61e1-43,103.182.144.232,0.0,False,,small,17,False,False,1
2901,pay_AGV1RKJX6PR1PB,2025-12-24T17:07:18.098570,fraud,68.99,INR,upi,WhatsApp Pay,SBI,failed,BAD_REQUEST_ERROR,device_e1ad557b-af7d-49,103.254.188.223,47.0,False,"[""High velocity: 10 txns in 1 min"", ""Burst activity: 100"", ""High failure rate: 70.0%"", ""Rapid retry: 2.08s"", ""FFS pattern: 3 times"", ""Small amount spam: 100.0%"", ""UPI switching: 77.78%""]",medium,17,False,False,11
